1766951177.269029 server started (78177): version 3.6a, socket /private/tmp/tmux-501/default, protocol 8
1766951177.269082 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:34 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T8103
1766951177.269099 using libevent 2.1.12-stable select
1766951177.269117 using utf8proc 2.11.2
1766951177.269130 using ncurses 6.5 20240427
1766951177.382517 style_parse: norange default
1766951177.382521 style_parse: norange
1766951177.382524 style_parse: default
1766951177.382528 format_draw: style 'norange default' -> 'align=right,fg=colour245'
1766951177.382533 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1766951177.382537 format_draw: width LEFT is 3
1766951177.382540 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1766951177.382544 format_draw: width CENTRE is 0
1766951177.382547 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1766951177.382551 format_draw: width RIGHT is 17
1766951177.382555 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1766951177.382559 format_draw: width ABSOLUTE_CENTRE is 0
1766951177.382562 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1766951177.382566 format_draw: width LIST is 8
1766951177.382569 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1766951177.382573 format_draw: width LIST_LEFT is 1
1766951177.382577 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1766951177.382580 format_draw: width LIST_RIGHT is 1
1766951177.382584 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1766951177.382587 format_draw: width AFTER is 0
1766951177.382591 format_draw: focus 0-8
1766951177.382595 format_draw: range 1|0 is LEFT 0-4
1766951177.382598 format_draw: range 4|1 is LIST 0-9
1766951177.382602 format_draw: range 2|0 is RIGHT 0-18
1766951177.382606 screen_write_cursormove: from 0,0 to 0,0
1766951177.382610 screen_write_cursormove: from 0,0 to 69,0
1766951177.382614 screen_write_cursormove: from 69,0 to 11,0
1766951177.382618 screen_write_cursormove: from 11,0 to 40,0
1766951177.382622 screen_write_cursormove: from 40,0 to 3,0
1766951177.382625 screen_write_cursormove: from 3,0 to 43,0
1766951177.382629 format_draw: range left at 0-3
1766951177.382633 format_draw: range window|1 at 3-11
1766951177.382637 format_draw: range right at 69-86
1766951177.382646 screen_write_cursormove: from 43,0 to 0,0
1766951177.382650 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1766951177.382654 unref client 0x131813a00 (2 references)
1766951177.382658 status_redraw exit: force=1, changed=1
1766951177.382671 /dev/ttys008: \033[?25l
1766951177.382682 /dev/ttys008: current mode CURSOR,WRAP,MOUSE_BUTTON
1766951177.382686 /dev/ttys008: setting mode WRAP,MOUSE_BUTTON
1766951177.382690 /dev/ttys008: redrawing borders
1766951177.382694 screen_redraw_draw_borders: /dev/ttys008 @0
1766951177.382750 screen_redraw_draw_pane_scrollbars: /dev/ttys008 @0
1766951177.382754 /dev/ttys008: redrawing panes
1766951177.382758 screen_redraw_draw_panes: /dev/ttys008 @0
1766951177.382762 screen_redraw_draw_pane: /dev/ttys008 @0 %0
1766951177.382767 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,0 at 0,0, width 86
1766951177.382771 %0: style changed
1766951177.382774 format_defaults: c=none
1766951177.382778 format_defaults: s=none
1766951177.382781 format_defaults: wl=none
1766951177.382785 format_defaults: wp=%0
1766951177.382790 options_string_to_style: window-active-style is 'default'
1766951177.382805 style_parse: default
1766951177.382809 style_parse: default
1766951177.382813 options_string_to_style: window-style is 'default'
1766951177.382817 style_parse: default
1766951177.382825 style_parse: default
1766951177.382829 tty_draw_line: px=0 py=0 nx=86 atx=0 aty=0
1766951177.382833 tty_draw_line: defaults: fg=8, bg=8
1766951177.382837 tty_draw_line: 86 to end of line (0 cleared)
1766951177.382841 tty_clear_line: /dev/ttys008, 86 at 0,0
1766951177.382845 /dev/ttys008: \033[K
1766951177.382853 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,1 at 0,1, width 86
1766951177.382858 tty_draw_line: px=0 py=1 nx=86 atx=0 aty=1
1766951177.382861 tty_draw_line: defaults: fg=8, bg=8
1766951177.382865 tty_draw_line: 86 to end of line (0 cleared)
1766951177.382869 tty_clear_line: /dev/ttys008, 86 at 0,1
1766951177.382872 /dev/ttys008: \r
1766951177.382880 /dev/ttys008: \n
1766951177.382887 /dev/ttys008: \033[K
1766951177.382895 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,2 at 0,2, width 86
1766951177.382899 tty_draw_line: px=0 py=2 nx=86 atx=0 aty=2
1766951177.382903 tty_draw_line: defaults: fg=8, bg=8
1766951177.382906 tty_draw_line: 86 to end of line (0 cleared)
1766951177.382910 tty_clear_line: /dev/ttys008, 86 at 0,2
1766951177.382913 /dev/ttys008: \r
1766951177.382921 /dev/ttys008: \n
1766951177.382928 /dev/ttys008: \033[K
1766951177.382936 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,3 at 0,3, width 86
1766951177.382940 tty_draw_line: px=0 py=3 nx=86 atx=0 aty=3
1766951177.382943 tty_draw_line: defaults: fg=8, bg=8
1766951177.382947 tty_draw_line: 86 to end of line (0 cleared)
1766951177.382950 tty_clear_line: /dev/ttys008, 86 at 0,3
1766951177.382954 /dev/ttys008: \r
1766951177.382961 /dev/ttys008: \n
1766951177.382968 /dev/ttys008: \033[K
1766951177.382976 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,4 at 0,4, width 86
1766951177.382980 tty_draw_line: px=0 py=4 nx=86 atx=0 aty=4
1766951177.382983 tty_draw_line: defaults: fg=8, bg=8
1766951177.382987 tty_draw_line: 86 to end of line (0 cleared)
1766951177.382990 tty_clear_line: /dev/ttys008, 86 at 0,4
1766951177.382993 /dev/ttys008: \r
1766951177.383001 /dev/ttys008: \n
1766951177.383008 /dev/ttys008: \033[K
1766951177.383016 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,5 at 0,5, width 86
1766951177.383020 tty_draw_line: px=0 py=5 nx=86 atx=0 aty=5
1766951177.383023 tty_draw_line: defaults: fg=8, bg=8
1766951177.383027 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383030 tty_clear_line: /dev/ttys008, 86 at 0,5
1766951177.383034 /dev/ttys008: \r
1766951177.383041 /dev/ttys008: \n
1766951177.383048 /dev/ttys008: \033[K
1766951177.383056 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,6 at 0,6, width 86
1766951177.383060 tty_draw_line: px=0 py=6 nx=86 atx=0 aty=6
1766951177.383063 tty_draw_line: defaults: fg=8, bg=8
1766951177.383066 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383070 tty_clear_line: /dev/ttys008, 86 at 0,6
1766951177.383073 /dev/ttys008: \r
1766951177.383080 /dev/ttys008: \n
1766951177.383088 /dev/ttys008: \033[K
1766951177.383095 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,7 at 0,7, width 86
1766951177.383099 tty_draw_line: px=0 py=7 nx=86 atx=0 aty=7
1766951177.383102 tty_draw_line: defaults: fg=8, bg=8
1766951177.383106 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383110 tty_clear_line: /dev/ttys008, 86 at 0,7
1766951177.383113 /dev/ttys008: \r
1766951177.383120 /dev/ttys008: \n
1766951177.383128 /dev/ttys008: \033[K
1766951177.383135 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,8 at 0,8, width 86
1766951177.383139 tty_draw_line: px=0 py=8 nx=86 atx=0 aty=8
1766951177.383143 tty_draw_line: defaults: fg=8, bg=8
1766951177.383146 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383150 tty_clear_line: /dev/ttys008, 86 at 0,8
1766951177.383153 /dev/ttys008: \r
1766951177.383160 /dev/ttys008: \n
1766951177.383167 /dev/ttys008: \033[K
1766951177.383175 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,9 at 0,9, width 86
1766951177.383179 tty_draw_line: px=0 py=9 nx=86 atx=0 aty=9
1766951177.383182 tty_draw_line: defaults: fg=8, bg=8
1766951177.383186 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383189 tty_clear_line: /dev/ttys008, 86 at 0,9
1766951177.383193 /dev/ttys008: \r
1766951177.383206 /dev/ttys008: \n
1766951177.383214 /dev/ttys008: \033[K
1766951177.383222 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,10 at 0,10, width 86
1766951177.383225 tty_draw_line: px=0 py=10 nx=86 atx=0 aty=10
1766951177.383229 tty_draw_line: defaults: fg=8, bg=8
1766951177.383233 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383236 tty_clear_line: /dev/ttys008, 86 at 0,10
1766951177.383239 /dev/ttys008: \r
1766951177.383247 /dev/ttys008: \n
1766951177.383254 /dev/ttys008: \033[K
1766951177.383262 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,11 at 0,11, width 86
1766951177.383266 tty_draw_line: px=0 py=11 nx=86 atx=0 aty=11
1766951177.383269 tty_draw_line: defaults: fg=8, bg=8
1766951177.383273 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383277 tty_clear_line: /dev/ttys008, 86 at 0,11
1766951177.383280 /dev/ttys008: \r
1766951177.383288 /dev/ttys008: \n
1766951177.383295 /dev/ttys008: \033[K
1766951177.383304 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,12 at 0,12, width 86
1766951177.383307 tty_draw_line: px=0 py=12 nx=86 atx=0 aty=12
1766951177.383311 tty_draw_line: defaults: fg=8, bg=8
1766951177.383314 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383318 tty_clear_line: /dev/ttys008, 86 at 0,12
1766951177.383321 /dev/ttys008: \r
1766951177.383328 /dev/ttys008: \n
1766951177.383336 /dev/ttys008: \033[K
1766951177.383343 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,13 at 0,13, width 86
1766951177.383347 tty_draw_line: px=0 py=13 nx=86 atx=0 aty=13
1766951177.383351 tty_draw_line: defaults: fg=8, bg=8
1766951177.383354 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383358 tty_clear_line: /dev/ttys008, 86 at 0,13
1766951177.383361 /dev/ttys008: \r
1766951177.383369 /dev/ttys008: \n
1766951177.383376 /dev/ttys008: \033[K
1766951177.383384 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,14 at 0,14, width 86
1766951177.383387 tty_draw_line: px=0 py=14 nx=86 atx=0 aty=14
1766951177.383391 tty_draw_line: defaults: fg=8, bg=8
1766951177.383395 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383398 tty_clear_line: /dev/ttys008, 86 at 0,14
1766951177.383402 /dev/ttys008: \r
1766951177.383430 /dev/ttys008: \n
1766951177.383438 /dev/ttys008: \033[K
1766951177.383446 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,15 at 0,15, width 86
1766951177.383450 tty_draw_line: px=0 py=15 nx=86 atx=0 aty=15
1766951177.383453 tty_draw_line: defaults: fg=8, bg=8
1766951177.383457 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383461 tty_clear_line: /dev/ttys008, 86 at 0,15
1766951177.383464 /dev/ttys008: \r
1766951177.383471 /dev/ttys008: \n
1766951177.383479 /dev/ttys008: \033[K
1766951177.383486 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,16 at 0,16, width 86
1766951177.383490 tty_draw_line: px=0 py=16 nx=86 atx=0 aty=16
1766951177.383493 tty_draw_line: defaults: fg=8, bg=8
1766951177.383497 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383500 tty_clear_line: /dev/ttys008, 86 at 0,16
1766951177.383503 /dev/ttys008: \r
1766951177.383510 /dev/ttys008: \n
1766951177.383518 /dev/ttys008: \033[K
1766951177.383525 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,17 at 0,17, width 86
1766951177.383529 tty_draw_line: px=0 py=17 nx=86 atx=0 aty=17
1766951177.383532 tty_draw_line: defaults: fg=8, bg=8
1766951177.383536 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383539 tty_clear_line: /dev/ttys008, 86 at 0,17
1766951177.383542 /dev/ttys008: \r
1766951177.383549 /dev/ttys008: \n
1766951177.383557 /dev/ttys008: \033[K
1766951177.383564 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,18 at 0,18, width 86
1766951177.383568 tty_draw_line: px=0 py=18 nx=86 atx=0 aty=18
1766951177.383571 tty_draw_line: defaults: fg=8, bg=8
1766951177.383575 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383578 tty_clear_line: /dev/ttys008, 86 at 0,18
1766951177.383581 /dev/ttys008: \r
1766951177.383588 /dev/ttys008: \n
1766951177.383595 /dev/ttys008: \033[K
1766951177.383603 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,19 at 0,19, width 86
1766951177.383611 tty_draw_line: px=0 py=19 nx=86 atx=0 aty=19
1766951177.383615 tty_draw_line: defaults: fg=8, bg=8
1766951177.383618 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383622 tty_clear_line: /dev/ttys008, 86 at 0,19
1766951177.383625 /dev/ttys008: \r
1766951177.383632 /dev/ttys008: \n
1766951177.383639 /dev/ttys008: \033[K
1766951177.383647 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,20 at 0,20, width 86
1766951177.383651 tty_draw_line: px=0 py=20 nx=86 atx=0 aty=20
1766951177.383655 tty_draw_line: defaults: fg=8, bg=8
1766951177.383658 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383662 tty_clear_line: /dev/ttys008, 86 at 0,20
1766951177.383665 /dev/ttys008: \r
1766951177.383672 /dev/ttys008: \n
1766951177.383679 /dev/ttys008: \033[K
1766951177.383687 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,21 at 0,21, width 86
1766951177.383691 tty_draw_line: px=0 py=21 nx=86 atx=0 aty=21
1766951177.383694 tty_draw_line: defaults: fg=8, bg=8
1766951177.383698 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383701 tty_clear_line: /dev/ttys008, 86 at 0,21
1766951177.383705 /dev/ttys008: \r
1766951177.383712 /dev/ttys008: \n
1766951177.383719 /dev/ttys008: \033[K
1766951177.383726 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,22 at 0,22, width 86
1766951177.383730 tty_draw_line: px=0 py=22 nx=86 atx=0 aty=22
1766951177.383733 tty_draw_line: defaults: fg=8, bg=8
1766951177.383737 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383740 tty_clear_line: /dev/ttys008, 86 at 0,22
1766951177.383744 /dev/ttys008: \r
1766951177.383751 /dev/ttys008: \n
1766951177.383759 /dev/ttys008: \033[K
1766951177.383767 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,23 at 0,23, width 86
1766951177.383771 tty_draw_line: px=0 py=23 nx=86 atx=0 aty=23
1766951177.383774 tty_draw_line: defaults: fg=8, bg=8
1766951177.383778 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383781 tty_clear_line: /dev/ttys008, 86 at 0,23
1766951177.383785 /dev/ttys008: \r
1766951177.383792 /dev/ttys008: \n
1766951177.383799 /dev/ttys008: \033[K
1766951177.383806 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,24 at 0,24, width 86
1766951177.383810 tty_draw_line: px=0 py=24 nx=86 atx=0 aty=24
1766951177.383814 tty_draw_line: defaults: fg=8, bg=8
1766951177.383817 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383821 tty_clear_line: /dev/ttys008, 86 at 0,24
1766951177.383824 /dev/ttys008: \r
1766951177.383831 /dev/ttys008: \n
1766951177.383838 /dev/ttys008: \033[K
1766951177.383846 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,25 at 0,25, width 86
1766951177.383850 tty_draw_line: px=0 py=25 nx=86 atx=0 aty=25
1766951177.383854 tty_draw_line: defaults: fg=8, bg=8
1766951177.383857 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383861 tty_clear_line: /dev/ttys008, 86 at 0,25
1766951177.383864 /dev/ttys008: \r
1766951177.383871 /dev/ttys008: \n
1766951177.383878 /dev/ttys008: \033[K
1766951177.383886 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,26 at 0,26, width 86
1766951177.383889 tty_draw_line: px=0 py=26 nx=86 atx=0 aty=26
1766951177.383893 tty_draw_line: defaults: fg=8, bg=8
1766951177.383896 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383900 tty_clear_line: /dev/ttys008, 86 at 0,26
1766951177.383903 /dev/ttys008: \r
1766951177.383910 /dev/ttys008: \n
1766951177.383917 /dev/ttys008: \033[K
1766951177.383925 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,27 at 0,27, width 86
1766951177.383928 tty_draw_line: px=0 py=27 nx=86 atx=0 aty=27
1766951177.383932 tty_draw_line: defaults: fg=8, bg=8
1766951177.383935 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383939 tty_clear_line: /dev/ttys008, 86 at 0,27
1766951177.383942 /dev/ttys008: \r
1766951177.383950 /dev/ttys008: \n
1766951177.383957 /dev/ttys008: \033[K
1766951177.383964 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,28 at 0,28, width 86
1766951177.383968 tty_draw_line: px=0 py=28 nx=86 atx=0 aty=28
1766951177.383971 tty_draw_line: defaults: fg=8, bg=8
1766951177.383975 tty_draw_line: 86 to end of line (0 cleared)
1766951177.383983 tty_clear_line: /dev/ttys008, 86 at 0,28
1766951177.383986 /dev/ttys008: \r
1766951177.383993 /dev/ttys008: \n
1766951177.384000 /dev/ttys008: \033[K
1766951177.384008 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,29 at 0,29, width 86
1766951177.384012 tty_draw_line: px=0 py=29 nx=86 atx=0 aty=29
1766951177.384015 tty_draw_line: defaults: fg=8, bg=8
1766951177.384018 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384022 tty_clear_line: /dev/ttys008, 86 at 0,29
1766951177.384025 /dev/ttys008: \r
1766951177.384033 /dev/ttys008: \n
1766951177.384040 /dev/ttys008: \033[K
1766951177.384048 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,30 at 0,30, width 86
1766951177.384051 tty_draw_line: px=0 py=30 nx=86 atx=0 aty=30
1766951177.384055 tty_draw_line: defaults: fg=8, bg=8
1766951177.384058 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384062 tty_clear_line: /dev/ttys008, 86 at 0,30
1766951177.384065 /dev/ttys008: \r
1766951177.384073 /dev/ttys008: \n
1766951177.384081 /dev/ttys008: \033[K
1766951177.384089 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,31 at 0,31, width 86
1766951177.384092 tty_draw_line: px=0 py=31 nx=86 atx=0 aty=31
1766951177.384096 tty_draw_line: defaults: fg=8, bg=8
1766951177.384099 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384103 tty_clear_line: /dev/ttys008, 86 at 0,31
1766951177.384106 /dev/ttys008: \r
1766951177.384113 /dev/ttys008: \n
1766951177.384120 /dev/ttys008: \033[K
1766951177.384128 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,32 at 0,32, width 86
1766951177.384131 tty_draw_line: px=0 py=32 nx=86 atx=0 aty=32
1766951177.384135 tty_draw_line: defaults: fg=8, bg=8
1766951177.384138 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384142 tty_clear_line: /dev/ttys008, 86 at 0,32
1766951177.384145 /dev/ttys008: \r
1766951177.384153 /dev/ttys008: \n
1766951177.384160 /dev/ttys008: \033[K
1766951177.384168 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,33 at 0,33, width 86
1766951177.384172 tty_draw_line: px=0 py=33 nx=86 atx=0 aty=33
1766951177.384175 tty_draw_line: defaults: fg=8, bg=8
1766951177.384178 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384182 tty_clear_line: /dev/ttys008, 86 at 0,33
1766951177.384185 /dev/ttys008: \r
1766951177.384192 /dev/ttys008: \n
1766951177.384199 /dev/ttys008: \033[K
1766951177.384207 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,34 at 0,34, width 86
1766951177.384210 tty_draw_line: px=0 py=34 nx=86 atx=0 aty=34
1766951177.384214 tty_draw_line: defaults: fg=8, bg=8
1766951177.384218 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384221 tty_clear_line: /dev/ttys008, 86 at 0,34
1766951177.384225 /dev/ttys008: \r
1766951177.384232 /dev/ttys008: \n
1766951177.384239 /dev/ttys008: \033[K
1766951177.384247 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,35 at 0,35, width 86
1766951177.384251 tty_draw_line: px=0 py=35 nx=86 atx=0 aty=35
1766951177.384254 tty_draw_line: defaults: fg=8, bg=8
1766951177.384258 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384261 tty_clear_line: /dev/ttys008, 86 at 0,35
1766951177.384264 /dev/ttys008: \r
1766951177.384271 /dev/ttys008: \n
1766951177.384278 /dev/ttys008: \033[K
1766951177.384286 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,36 at 0,36, width 86
1766951177.384289 tty_draw_line: px=0 py=36 nx=86 atx=0 aty=36
1766951177.384293 tty_draw_line: defaults: fg=8, bg=8
1766951177.384296 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384300 tty_clear_line: /dev/ttys008, 86 at 0,36
1766951177.384303 /dev/ttys008: \r
1766951177.384310 /dev/ttys008: \n
1766951177.384317 /dev/ttys008: \033[K
1766951177.384325 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,37 at 0,37, width 86
1766951177.384328 tty_draw_line: px=0 py=37 nx=86 atx=0 aty=37
1766951177.384332 tty_draw_line: defaults: fg=8, bg=8
1766951177.384335 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384339 tty_clear_line: /dev/ttys008, 86 at 0,37
1766951177.384342 /dev/ttys008: \r
1766951177.384349 /dev/ttys008: \n
1766951177.384356 /dev/ttys008: \033[K
1766951177.384364 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,38 at 0,38, width 86
1766951177.384372 tty_draw_line: px=0 py=38 nx=86 atx=0 aty=38
1766951177.384375 tty_draw_line: defaults: fg=8, bg=8
1766951177.384379 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384382 tty_clear_line: /dev/ttys008, 86 at 0,38
1766951177.384385 /dev/ttys008: \r
1766951177.384392 /dev/ttys008: \n
1766951177.384400 /dev/ttys008: \033[K
1766951177.384407 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,39 at 0,39, width 86
1766951177.384411 tty_draw_line: px=0 py=39 nx=86 atx=0 aty=39
1766951177.384414 tty_draw_line: defaults: fg=8, bg=8
1766951177.384418 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384421 tty_clear_line: /dev/ttys008, 86 at 0,39
1766951177.384425 /dev/ttys008: \r
1766951177.384432 /dev/ttys008: \n
1766951177.384439 /dev/ttys008: \033[K
1766951177.384447 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,40 at 0,40, width 86
1766951177.384450 tty_draw_line: px=0 py=40 nx=86 atx=0 aty=40
1766951177.384454 tty_draw_line: defaults: fg=8, bg=8
1766951177.384457 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384461 tty_clear_line: /dev/ttys008, 86 at 0,40
1766951177.384464 /dev/ttys008: \r
1766951177.384471 /dev/ttys008: \n
1766951177.384478 /dev/ttys008: \033[K
1766951177.384486 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,41 at 0,41, width 86
1766951177.384490 tty_draw_line: px=0 py=41 nx=86 atx=0 aty=41
1766951177.384493 tty_draw_line: defaults: fg=8, bg=8
1766951177.384497 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384501 tty_clear_line: /dev/ttys008, 86 at 0,41
1766951177.384504 /dev/ttys008: \r
1766951177.384512 /dev/ttys008: \n
1766951177.384520 /dev/ttys008: \033[K
1766951177.384529 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,42 at 0,42, width 86
1766951177.384533 tty_draw_line: px=0 py=42 nx=86 atx=0 aty=42
1766951177.384538 tty_draw_line: defaults: fg=8, bg=8
1766951177.384542 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384546 tty_clear_line: /dev/ttys008, 86 at 0,42
1766951177.384549 /dev/ttys008: \r
1766951177.384557 /dev/ttys008: \n
1766951177.384565 /dev/ttys008: \033[K
1766951177.384573 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,43 at 0,43, width 86
1766951177.384577 tty_draw_line: px=0 py=43 nx=86 atx=0 aty=43
1766951177.384581 tty_draw_line: defaults: fg=8, bg=8
1766951177.384584 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384588 tty_clear_line: /dev/ttys008, 86 at 0,43
1766951177.384592 /dev/ttys008: \r
1766951177.384600 /dev/ttys008: \n
1766951177.384608 /dev/ttys008: \033[K
1766951177.384615 screen_redraw_draw_pane: /dev/ttys008 %0 line 0,44 at 0,44, width 86
1766951177.384619 tty_draw_line: px=0 py=44 nx=86 atx=0 aty=44
1766951177.384623 tty_draw_line: defaults: fg=8, bg=8
1766951177.384626 tty_draw_line: 86 to end of line (0 cleared)
1766951177.384630 tty_clear_line: /dev/ttys008, 86 at 0,44
1766951177.384633 /dev/ttys008: \r
1766951177.384641 /dev/ttys008: \n
1766951177.384648 /dev/ttys008: \033[K
1766951177.384656 screen_redraw_draw_pane_scrollbars: /dev/ttys008 @0
1766951177.384660 /dev/ttys008: redrawing status
1766951177.384664 screen_redraw_draw_status: /dev/ttys008 @0
1766951177.384668 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=45
1766951177.384671 tty_draw_line: defaults: fg=8, bg=8
1766951177.384685 /dev/ttys008: \033[38;5;81m
1766951177.384693 /dev/ttys008: \033[1m
1766951177.384701 /dev/ttys008: \r
1766951177.384709 /dev/ttys008: \n
1766951177.384716 /dev/ttys008:  0  1:zsh 
1766951177.384724 /dev/ttys008: \033(B\033[m
1766951177.384732 /dev/ttys008: \033[38;5;238m
1766951177.384740 /dev/ttys008: \033[1m
1766951177.384748 /dev/ttys008:  
1766951177.384756 /dev/ttys008: \033(B\033[m
1766951177.384764 /dev/ttys008: \033[38;5;245m
1766951177.384773 /dev/ttys008:                                                           
1766951177.384780 /dev/ttys008: \033(B\033[m
1766951177.384788 /dev/ttys008: \033[38;5;244m
1766951177.384795 /dev/ttys008: 2025-12-28 
1766951177.384803 /dev/ttys008: \033(B\033[m
1766951177.384811 /dev/ttys008: \033[38;5;81m
1766951177.384825 /dev/ttys008: 11:46 
1766951177.384832 /dev/ttys008: \033(B\033[m
1766951177.384840 /dev/ttys008: \033[?12l\033[?25h
1766951177.384849 /dev/ttys008: current mode WRAP,MOUSE_BUTTON
1766951177.384853 /dev/ttys008: setting mode CURSOR,WRAP,MOUSE_BUTTON
1766951177.384857 /dev/ttys008: redraw added 420 bytes
1766951177.384861 server_client_reset_state: client /dev/ttys008 mode CURSOR,WRAP
1766951177.384865 server_client_reset_state: cursor to 0,0
1766951177.384870 /dev/ttys008: \033[1;1H
1766951177.384879 server_client_check_pane_buffer: pane %0 is on
1766951177.384885 @0 active pane not changed
1766951177.384915 /dev/ttys008: wrote 426 bytes (of 426)
1766951177.384920 /dev/ttys008: waiting for redraw, 0 bytes left
1766951177.384928 /dev/ttys008: read 67 bytes (already 0)
1766951177.384934 /dev/ttys008: keys are 67 (\033[?6c\033[>0;2501;1c\033]10;rgb:c0c0/caca/f5f5\033\\\033]11;rgb:1a1a/1b1b/2626\033\\)
1766951177.384938 /dev/ttys008: received primary DA \033[?6c
1766951177.384944 applying terminal features: bpaste,ccolour,clipboard,cstyle,focus,RGB,title
1766951177.384949 /dev/ttys008: \033[?1004h
1766951177.384956 /dev/ttys008: \033[?7727h
1766951177.384964 /dev/ttys008: \033(B\033[m
1766951177.384972 /dev/ttys008: \033[?12l\033[?25h
